Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
11:20:00,Tuesday,31-50,Male,Elementary school,Owner,5-10yr,Motorcycle,Owner,2-5yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,X,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Going straight,Passenger,Male,18-30,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
22:30:00,Sunday,31-50,Male,Writing & reading,Employee,5-10yr,Other,Owner,Unknown,,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Female,Under 18,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
15:40:00,Sunday,Unknown,Male,Junior high school,Employee,5-10yr,Other,Organization,Unknown,,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
19:30:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,5-10yrs,,Market areas,Undivided Two way,Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,Unknown,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
11:00:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving to the left,Fatal injury
15:15:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (11?40Q),Owner,Unknown,,Market areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,31-50,Other,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
18:30:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Market areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Passenger,Female,18-30,Other,Normal,Not a Pedestrian,No distancing,Fatal injury
14:30:00,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Market areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
17:00:00,Saturday,18-30,Male,High school,Owner,Above 10yr,Automobile,Owner,5-10yrs,No defect,Market areas,Undivided Two way,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Female,Over 51,Employee,Normal,Not a Pedestrian,Moving Backward,Fatal injury
9:00:00,Thursday,18-30,Male,Writing & reading,Owner,5-10yr,Motorcycle,Owner,1-2yr,No defect,Market areas,Other,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,Student,Normal,Not a Pedestrian,Overtaking,Fatal injury
20:20:00,Friday,31-50,Male,Above high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,Under 18,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
19:40:00,Monday,31-50,Male,High school,Employee,Below 1yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Market areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,31-50,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
20:00:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Motorcycle,Owner,1-2yr,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
23:30:00,Tuesday,31-50,Female,Junior high school,Employee,No Licence,Automobile,Owner,1-2yr,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Waiting to go,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
23:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Long lorry,Owner,1-2yr,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
12:30:00,Friday,Over 51,Male,Above high school,Employee,5-10yr,Long lorry,Owner,2-5yrs,,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Fatal Injury
8:36:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Fatal Injury
8:41:00,Friday,18-30,Male,Above high school,Owner,5-10yr,Pick up upto 10Q,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal Injury
11:30:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Bajaj,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Turnover,Pedestrian,Female,18-30,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Moving Backward,Fatal Injury
11:30:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal Injury
23:49:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Under 18,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Fatal Injury
17:00:00,Saturday,Unknown,Male,Junior high school,Owner,Above 10yr,Automobile,Governmental,Unknown,No defect,School areas,Double carriageway (median),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Fatal Injury
19:40:00,Friday,Over 51,Male,Junior high school,Owner,5-10yr,Other,Governmental,Unknown,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Fatal Injury
12:45:00,Saturday,18-30,Male,Unknown,Employee,5-10yr,Pick up upto 10Q,Organization,1-2yr,,Church areas,,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Fatal Injury
18:48:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
8:15:00,Monday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,Self-employed,Normal,Not a Pedestrian,Turnover,Fatal Injury
13:54:00,Tuesday,Unknown,Female,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Passenger,Female,31-50,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
21:34:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,5-10yrs,No defect,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Other,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
14:50:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,2-5yrs,,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,31-50,Self-employed,Normal,Not a Pedestrian,Overtaking,Fatal Injury
19:50:00,Thursday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal Injury
10:00:00,Tuesday,Under 18,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,na,na,na,Driver,Deaf,Not a Pedestrian,No priority to vehicle,Fatal Injury
10:00:00,Tuesday,Unknown,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
22:00:00,Sunday,Under 18,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,School areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Entering a junction,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal Injury
23:00:00,Thursday,Unknown,Female,Elementary school,Employee,Below 1yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Other,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal Injury
23:00:00,Thursday,18-30,Male,Elementary school,Owner,1-2yr,Lorry (41?100Q),Owner,1-2yr,No defect,Residential areas,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Turnover,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal Injury
23:00:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Other,Owner,1-2yr,No defect,Industrial areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,4,Entering a junction,Passenger,Male,18-30,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal Injury
23:00:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,4,Entering a junction,na,na,na,Student,Normal,Not a Pedestrian,Driving carelessly,Fatal Injury
8:10:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Entering a junction,na,na,na,Employee,Normal,Not a Pedestrian,Driving to the left,Fatal Injury
8:10:00,Tuesday,18-30,Male,High school,Employee,2-5yr,Motorcycle,Owner,1-2yr,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Entering a junction,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Driving to the left,Fatal Injury
8:10:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,7,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Entering a junction,Driver or rider,Male,Under 18,Other,Normal,Not a Pedestrian,No priority to pedestrian,Fatal Injury
10:10:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,2-5yrs,No defect,Outside Rural village areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,na,na,na,Other,Normal,Not a Pedestrian,Turnover,Fatal Injury
23:30:00,Sunday,Over 51,Male,High school,Owner,1-2yr,Other,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Female,Over 51,Self-employed,Normal,Unknown or other,No distancing,Fatal Injury
23:30:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal Injury
16:50:00,Monday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,31-50,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
17:11:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Above 10yr,,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal Injury
17:55:00,Wednesday,31-50,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,Below 1yr,,Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Fatal Injury
8:05:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Below 1yr,,Office areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Overtaking,Fatal Injury
8:05:00,Wednesday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,,Other,,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Other,Fatal Injury
22:00:00,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,3,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal Injury
